Channel ID,Channel URL,Channel Title
UC-sJ8u8eu_ivfzekwkue38g,http://www.youtube.com/channel/UC-sJ8u8eu_ivfzekwkue38g,Super GT
UC02Z6oIaU0LS3H_7YxUUdSA,http://www.youtube.com/channel/UC02Z6oIaU0LS3H_7YxUUdSA,Dylan McCool
UC0e3QhIYukixgh5VVpKHH9Q,http://www.youtube.com/channel/UC0e3QhIYukixgh5VVpKHH9Q,Code Bullet

